gameId|platformId|gameCreation|gameDuration|queueId|mapId|seasonId|gameVersion|gameMode|gameType
3524785036|NA1|1596787102008|1838|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524781845|NA1|1596785413687|2000|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524781137|NA1|1596785024829|197|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524779196|NA1|1596784393823|1731|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524777657|NA1|1596783615602|1442|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524772336|NA1|1596781261173|1596|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524772096|NA1|1596781202853|1524|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524771580|NA1|1596780977766|1388|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524771319|NA1|1596780868756|1955|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524770787|NA1|1596780620889|1253|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524766842|NA1|1596783186091|1490|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524764452|NA1|1596782153284|1312|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524764071|NA1|1596781975100|1628|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524759662|NA1|1596784371167|1630|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524758831|NA1|1596784018504|1475|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524751261|NA1|1596780691177|1642|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524748685|NA1|1596783899070|1429|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524746477|NA1|1596782858005|1620|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524743632|NA1|1596781639929|1208|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524743602|NA1|1596781607454|1153|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524740113|NA1|1596780230520|1741|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524738849|NA1|1596783989206|1596|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524735966|NA1|1596782662049|1420|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524734432|NA1|1596781951300|2089|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524728394|NA1|1596783727669|2407|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524727622|NA1|1596783319260|1603|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524725809|NA1|1596782533111|1843|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524724857|NA1|1596782118526|793|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524724391|NA1|1596781894831|944|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524723817|NA1|1596781628804|1477|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524723234|NA1|1596781419489|1481|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524722013|NA1|1596780966311|2664|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524720666|NA1|1596780387548|920|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524719763|NA1|1596780049869|1718|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524716834|NA1|1596782996100|1412|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524716378|NA1|1596782824239|1378|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524714284|NA1|1596781942113|1932|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524710730|NA1|1596780446467|1722|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524710447|NA1|1596780336131|1268|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524702727|NA1|1596777675383|1618|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524699805|NA1|1596776693505|928|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524691273|NA1|1596777104085|2163|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524689326|NA1|1596779909863|1574|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524688718|NA1|1596779645052|1237|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524687888|NA1|1596779385709|1835|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524687121|NA1|1596779128297|1963|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524685424|NA1|1596778452406|1628|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524685083|NA1|1596778348926|1464|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524680825|NA1|1596776914976|1552|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524680537|NA1|1596776852957|1283|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524679231|NA1|1596779869551|928|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524677498|NA1|1596779245900|1888|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524675768|NA1|1596778599620|1602|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524674313|NA1|1596778120138|1594|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524674158|NA1|1596778038155|1332|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524671837|NA1|1596777216089|1136|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524671535|NA1|1596777115198|2152|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524670374|NA1|1596776747672|1445|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524669890|NA1|1596776569308|1658|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524667526|NA1|1596779206842|1291|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524666332|NA1|1596778742087|1569|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524664521|NA1|1596778110133|1212|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524662628|NA1|1596777454982|1258|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524662281|NA1|1596777346874|1602|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524659291|NA1|1596779891732|1491|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524659196|NA1|1596779883625|2202|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524656068|NA1|1596778693954|2310|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524653388|NA1|1596777723941|1800|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524649403|NA1|1596779935160|2077|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524646353|NA1|1596778741704|957|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524645820|NA1|1596778544810|1781|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524645645|NA1|1596778533151|2470|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524644975|NA1|1596778264770|2319|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524641110|NA1|1596776918267|1380|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524641077|NA1|1596776924026|1485|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524635029|NA1|1596775141621|1719|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524634189|NA1|1596774843290|2132|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524630967|NA1|1596773857582|1788|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524629486|NA1|1596776577936|1421|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524628527|NA1|1596776220993|2087|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524624549|NA1|1596774981479|886|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524621891|NA1|1596774131994|1780|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524617514|NA1|1596775855222|1566|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524613488|NA1|1596774611235|1802|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524613100|NA1|1596774471971|1684|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524612725|NA1|1596774337454|1124|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524611424|NA1|1596773985777|919|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524610782|NA1|1596773755487|1350|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524606744|NA1|1596775537473|2552|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524606472|NA1|1596775512711|1741|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524604387|NA1|1596774813986|1492|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524599635|NA1|1596776447804|2020|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524597443|NA1|1596775731975|2048|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524596396|NA1|1596775427780|918|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524595442|NA1|1596775148453|1155|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524594505|NA1|1596774814791|2066|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524589833|NA1|1596773435192|1839|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524588160|NA1|1596775961954|900|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524586387|NA1|1596775419123|1078|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524584952|NA1|1596774964098|1446|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524578677|NA1|1596776076391|1724|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524575849|NA1|1596775196466|964|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524575103|NA1|1596774910443|933|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524573819|NA1|1596774484050|1511|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524573782|NA1|1596774535019|1458|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524573067|NA1|1596774336049|2045|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524573015|NA1|1596774289280|1736|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524573008|NA1|1596774311338|2198|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524571981|NA1|1596774000234|1374|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524571713|NA1|1596773924564|663|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524569887|NA1|1596773378571|1215|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524568059|NA1|1596772948235|1156|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524567360|NA1|1596772750305|1650|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524563137|NA1|1596771500116|1473|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524555128|NA1|1596772055481|1389|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524554949|NA1|1596772024509|2706|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524554661|NA1|1596771928886|1094|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524554163|NA1|1596771828009|1359|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524553897|NA1|1596771709381|2087|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524547367|NA1|1596772839115|1853|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524539093|NA1|1596773223609|917|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524539045|NA1|1596773191343|1227|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524532957|NA1|1596771457463|2397|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524530902|NA1|1596770828959|1685|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524530440|NA1|1596770713368|1686|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524523193|NA1|1596771437048|912|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524522361|NA1|1596771220757|1666|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524522306|NA1|1596771165775|1901|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524516842|NA1|1596772528341|1213|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524516153|NA1|1596772327753|1732|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524515374|NA1|1596772152860|2232|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524513467|NA1|1596771553725|1026|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524511644|NA1|1596771007137|1956|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524510125|NA1|1596770511879|1542|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524508456|NA1|1596772932050|1228|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524506292|NA1|1596772243022|1647|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524505936|NA1|1596772208214|939|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524505084|NA1|1596771960667|1553|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524502196|NA1|1596771074983|1728|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524500916|NA1|1596770654687|1377|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524495303|NA1|1596769261250|1746|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524493579|NA1|1596768757849|1711|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524492995|NA1|1596768594584|1758|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524492827|NA1|1596768549016|1659|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524491160|NA1|1596768066845|1413|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524486038|NA1|1596769430778|2289|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524485380|NA1|1596769236007|1648|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524484424|NA1|1596768964596|761|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524483405|NA1|1596768649565|1459|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524480691|NA1|1596767931607|1203|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524480034|NA1|1596767720970|1990|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524478185|NA1|1596770083843|1149|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524471604|NA1|1596768139421|1315|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524470513|NA1|1596767833414|1416|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524468541|NA1|1596770179468|1256|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524468408|NA1|1596770084480|1775|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524466471|NA1|1596769572748|1345|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524465053|NA1|1596769130937|985|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524460916|NA1|1596767938210|1962|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524459614|NA1|1596770403267|1226|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524458596|NA1|1596770124744|1534|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524458570|NA1|1596770144097|1311|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524454290|NA1|1596768875146|1238|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524452966|NA1|1596768544030|1744|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524449056|NA1|1596770266677|1277|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524447893|NA1|1596769973963|1907|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524446952|NA1|1596769715476|1312|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524446853|NA1|1596769681424|914|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524441052|NA1|1596767960262|1376|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
3524440353|NA1|1596767687693|1751|420|11|13|10.16.330.9186|CLASSIC|MATCHED_GAME
