puuid|accountId|summonerId|region|tier|summonerName|leaguePoints|rank|wins|losses|veteran|inactive|freshBlood|hotStreak|profileIconId|revisionDate|summonerLevel
MVWXbG231xJMd0tmGJmvuXVTc1li29DWFOShLPcHYR0qX-EmircYjBbb4SwMEUKJ5iNzzLkNxIp8sQ|pp1SS3N_qIyoBkQknPSADfbhWSjmR2MzV8BEr5OjutWkKsA|3QtuOEQOuID6eai6Cup3_ZGvjcFEYonfV3PPCo7nQlr6rfw|na1|challenger|Neøø|1075|I|306|249|False|False|False|False|4022|1595835248000|393
tuaUINCiEZxMIECLU2TS1vf4kghahha54THEQAiIHxqFLVEdXvRoPaIzIblb9EbUvspQ1-r0wjegtg|-cDfqvyljFQCBSKJINZ8ZRNz3D1fL9dEyjEvAXA_bOffZl0|hJeMXUQME8-XlGC8vc8tETw_bHitWTiN6VaB8MXcpHtAZ7Q|na1|challenger|Bykrhn|530|I|636|613|True|False|False|False|1151|1595880230000|344
me7pHIYF9AW7zWLBE6G44vy1VNRXXoa3ALNtb6ulQEwaeSVZusYGwju9h0SEEBKKuo6_9vX_AlcohQ|V7l3fbkn-s9da-vTCUFViKT2-JW7rFLfjFs13Tl5ZgZ-4qwayJDgFKbI|WHm88fPNXayQ5AQDVSTw8jYlfp2RxgSql2o3ttxWaV4vBMyj|na1|challenger|SkyTec1|705|I|248|160|False|False|False|False|934|1595627303000|63
G9--cuB3oqJdUyV8LzrDGbiAFvNCkpcT2NWMAk17-6AaE5VB_h5ENTGR06b2E3qelGes52xP-QI8MQ|oJcrvsZvyQ2Lra9pMbxR2-DNEGECsK83eiHMuPvQng9t2qwUlQugnlE2|dq2pJiWf4kWcvirARnZoAKfe_nvCfBH8vHBAfuh6YPegE4Rd|na1|challenger|Karasmai100|472|I|135|113|False|False|True|True|4428|1595828707000|103
zXWU-kHiUEwpr9pwCYllT_o9LsXatK3HWrvsIWOpg0h6U9Bub3-MZP1ObPI-ENWPi_5aqtYE-M91pw|ocmKA5EYO1DFDfa5jYap7tvCG-4hUCGVlDGu8aYgsYcexIY|svu8LHhTunexlBMHNqlTqDsHzLvsJo8gYpWht7H-2UQfRdE|na1|challenger|5tunt|541|I|343|322|False|False|False|False|4656|1596098649000|238
KdFivFHoorJk6xhvdcSi9AliSEXM4gkYXikAskPhfihi-0tzlPKG9lN_Sx7oXPzaIfD86MhI4k7wLw|gJ-EBsfoJOwb8b8fB5pLESN9Na-Qr38IEBSB4bgfa3J1HJ1mYbFY1dCe|MA_XckbQkpU62jTgbvXiPuxVqy163gyfUoqQjZOEUiCuDzw2|na1|challenger|FLY Triple|591|I|308|255|True|False|False|False|29|1595576349000|74
86e_isw5SMVJh19s5OtXMFECLBQWV_lGUW9xjBzDQpjQ1fvImBC22SCG6xTuZBnCbk1s9-grK6ZMbw|_TPMdWRf1xcV92elspKJka3uPqLIaqPchdZEsVBEsLXuDQ|4XDhUaa_IPGb6OvdsOc0w2tgLM-ef0f8CAVLLcMfqa0SbJw|na1|challenger|GibIe|914|I|298|246|True|False|False|False|4655|1595985047000|323
G1Us46QnU2L3Mju8bMiir87AAVLxDBstZZ4gGj5Ts94bI9NdLqXSzhyFHN4Y8Y0WPGr7EQWIeCEyNw|B1w9KD4G9Vz1dgwR1xXKsDU7h_nMMXXQ6igxepoKY7jkig|0LCRkEsafpPxfuK-UDTFWtVD126NgQY6cbnIL12s6HaWHDw|na1|challenger|chen ping an|587|I|276|250|False|False|False|False|4027|1595620171000|321
nLk7uwGkeklBI2-rqvVAqJ6oFsPMT5gtu0NQxcnCrDGevZw1_5ViSGFEoy0MGFCVhz1Vq8Q7RfSWxA|ChQC108AsCHI4SSXX01BfpxZ8rHpBudI1F63N5VqHEchTg|GRYP6mqgXRQehek7PnFV4dYrWv4JtlI8_6A2-wr3707D6CM|na1|challenger|Qitong1|705|I|327|277|True|False|False|False|4632|1595818930000|247
lywKuQNACi24YZf9lXmkQavNFWkerACkCUWmdk0hcy_4n5f9p3xr7ZKaxcqNqso4x6a-1cY46KHZNQ|gyNouzz2bddNfR9cFiOI33ewx-jJvvutBIhpkpLql6_wGg|-VQbTSlwPvz8rVxhxe76x39ma_5JaVdtFmyqzhE8cVPuWO0|na1|challenger|Cavele|486|I|208|186|False|False|True|False|4411|1595857483000|268
5OLjYTwqQBx-rRLR3PBvXAv0pY5Ice1lvtjbnrxsn3FYUB9Gg85BCoUlU15uflCNIZgBB8snZwshnA|ZHHfHek7C8cyL3duby8JDXzUXI2h6EMsF6ic3Ogkp4CZjyg|k8SgJ3t8NkH_SfxXYU_0Kb8onscxZSPNWDTwZoOLL1ypj-Y|na1|challenger|Exile|467|I|201|163|False|False|True|False|4658|1595959618000|409
v6O4dUYtS62jtQyoB9YTdKm3xxM-gREyThb7BemwMhDH9KYOyDaKx3n2nQcvd_2A-ulRlF5Cd0-YsA|RnG9jrAzfLjxQi3aRG_X6SoO_bopf4yJUwPA4yHY3nOYGZY|eFg4jTYgio3AgoMrqrUzPBDkjswUxDQ66YCMIySjsOllU5g|na1|challenger|sb pang|578|I|147|116|False|False|False|False|4641|1595985699000|254
Q3uP13bcFhOoi-qqXb1JXo17XSVAC7XATir3LML9Nwk_oGk2amTx1iB1UTUW9kZkSC8MAU9cq7mPTg|bSZ6WAFnr9odgnw_jizCvo9mgylG-FxvWXRNL9zoI7e_Ek4|VLsjttf20PHIWwe4dUruZy6HcEwhG7GejnASIu2rROOwjLE|na1|challenger|Nim Chimpsky|475|I|347|328|False|False|False|False|3787|1596008935000|371
SsFDN3v4gsw6aEQXNJK9pzAW7wu9B9dm35fB_1hcJYmXxavwv1A644zhp7Q1Yc46QGAp0VwRk1cQ2w|9_ooTVuK7Hj5ov3KksssaFKupK5f16zRb_toITrNbhtn8rQMwAunT8Z3|TepMaoP1A_BHJnQ-zxdK_D_M3_PUqjgr1FKP8oXm5qxdBxA6|na1|challenger|L9EB DOT CÒM|1192|I|180|125|True|False|False|False|7|1595828395000|94
z642npHUBlNMi5G270Q_CxdbaURKv5Gz3b9_Ui_WTz05_XTiLL6nis2diwER9rszp6JErbAE5OAC6Q|2ZBInRU0BW83BrBJJwAmz60TvNX-0vx9bdhyTJjggHv9NT2jtHZuddMC|tYMhUOAv4z5z4IV5CNTgc-5XjFBJSgjtm5J0RyD2PVczYehW|na1|challenger|TARGET INTED 247|485|I|567|529|False|False|True|True|4569|1595611451000|119
mziKATOL18m9mX0EDIsTlSYE_kH7JeV7L2hBkxvTc4Y9xOKBg0Lsig-jVziX-t6SWxl_8VM5ZFt6Sw|5_GRgGLqZzYkzTZNt9dW8UepqyxJUGpuf3yLkpP_2b9K_Q|2KQOOVFnZ4GAYTsfjzMYENW1-gFD_bohWW5ORCIhcmGCLBc|na1|challenger|UWO Chim|689|I|368|344|True|False|False|False|22|1595395166000|170
8iyYjrQQusDyKiZZ_bzJ-KOkR5NWfwaB_r3L5prqG7l0T93YfKaKivnmHLE6QojfbJwPumLjDo0nIw|hKeg4I7nr3b5iMR4jSoWEboCF63rhz1sVz29fsfDHt89cNE|-n6D_VIiMr2mqU2DkhVYTx-A9VhsfQwTuwLbAXv_oAIirJo|na1|challenger|Ke Lè|637|I|326|293|False|False|False|True|3600|1596045821000|460
8cpUEIyKuXDJiVvAWenDJvLMnzE4ZGp2Jic0c5Z_wtHKlCEI5aN7N_JDXhtmR0tU-fulhLJAUNmnUg|_eLRbMwmxR_WniFi9eJS9EsVmAz4d29PbrfNpYjMC30vURXMq03Vom26|gI47WB-guOuNwDEaNhMsUA1mOVdvMKBpgZzlePZ74Q44I-dk|na1|challenger|blueberry2|619|I|205|174|True|False|False|False|23|1595575084000|58
xWBq8z36jnPIq5mzWwMqG77r3YjNQuBvCKcV4YUoByod1le-KhYK-rQVRQFF7gPkDCuMPlRmt1Bvsw|IfNCA5h1UBh0uCeXt9ajYqjFieAtobCTLfP35_XI5HfiM_M|XVlMQ1YuZu2AtgbbTAb3fYg2m8vfTH_ml7qV4paXe_9nTa0|na1|challenger|0rangeflower|695|I|470|440|False|False|False|False|4656|1596013234000|429
pudpmtK4KPBh1qZZEBAMg_-3A4c0fAw_w1RnU8I-uoRJX0rYkLq3tng1S_n2lDaftxaLsRnY8oAJzw|hxFH3UX7eTe9QoPfN8lVurBWck-jxQQUxUhGAqVPsQAatj9RsloXm3i9|UaTsME21x1FobX6Z99wv6hm7CyiRS1bBuxVJMt9vxDe7jReG|na1|challenger|Ear|638|I|171|86|False|False|False|False|4655|1595859735000|99
PU7Qu4iPjO-TdItFUp3G275YNCDf-7bdtaynH531uD8y-a51UnWKZB5uPXzYvmT9UQ8a-UT5CfiU4g|N4nnzshslsky7R5rcZ6I5_TygpKJYQLWdR95QHv7hQz54g|36hvhKV2bJackkyjgjiZE1MU4bOGkDVysXcbehYmvGOvrpI|na1|challenger|Nikkone|626|I|220|180|False|False|False|False|504|1595784288000|244
u13RggX5kYwVX3diSghPjsq2-VD_ZjPCWVlmCKCRzj1cbD--DHh0qVis-8autsozA2gXPKKKLFTxkg|KOYM6bqCGUQ0EAucdkIHFnfWbXHvd6bFHh7q5sPdgdF0Tg|H2ykhL-PogCzn5676JTnIgVfA-ltTmFk0htV_nXZTqyhYyo|na1|challenger| Sudzzi|503|I|230|209|False|False|False|False|2076|1595748351000|262
cg_8DcwShJarZkMcVpuWYwWfmtKaR-mansIBFoq9IQCc7m4QFsLHYP-ke0YSX7LI5k0lCJGD0cAuIQ|Tw9k_uFmlosz6vNf_KfFDrdB6unGr3YjZix2od5dDuaQrm0|jI7ODoFppwDK43LF3czfj9lUVK5ofsjIXXHPbYB_nGAdMJM|na1|challenger|DEEBO SAMUEL |647|I|121|100|False|False|False|False|0|1595483994000|66
HfT65eWf1ENmtfC0ilvrMgL1CsjQn4wZYX-CBfgYAGyy18PAmrWEOu6vBJDMzBxFitg6jcF_4T-LtA|STd0anZ-yzhmU1WAThijPMhn2Degb7f-zI6q0WY3zBQADw|uO_2waZTptVjWvsdjX0783x-p0nfn7j7zWDOk2ZoE9GT91w|na1|challenger|Annie Bot|599|I|686|662|False|False|False|False|4418|1595978819000|618
SWKjVBcZaC20MIJtnS9_trMPXSOL8XOHZRes4HyEyVsp4FpMEF1Q0emwmQWizCR0OvjxjPKFwT3I7A|xgS4NrqjgQWVg2hSOy0dHZ1RVElQF2sw41M--x11zEAQums|RE-HKHlTtKiEfnsTFkF9hshvxX6lCY8FV9mxZTApkUL_J8A|na1|challenger|iwixx|493|I|184|156|False|False|False|False|3838|1595885954000|368
RiqF750AL4sKur8TIgn8192lQBKwKeRfOiJiHSpF-mdim7bn3mfbfrZJBUGw77mkIunsnTg7ZQCX2w|mfsHxOfYr2rCuClSUJulmXUGHZvYjA_BUBo-wnziM5EuUw|LBCH9zVuZuoQsi3gNfkglo49KkSw9Z-o_BsS78iQewO6kKM|na1|challenger|elise player|1102|I|864|777|True|False|False|False|4568|1595895038000|334
6TtXvJNn1tY6rs_VSskmNH3YjDovHQKyyMNaQbMLOOSEAEpg5TjyxPIg5ZcrRU8ldRxwLRMuHe2NUQ|et7HlDjxdj_dmGpo_JNbFIHcYMXRUKj4tYmnalDsc-cxBTCEXyOFDpwz|gjGpl_M0aYOMDxzsNIf9edA0PHgdkyi1q3IhyoQbyq3Pxc9G|na1|challenger|leafblower33|654|I|208|128|True|False|False|False|1385|1595726102000|60
ZVvcSVB_d-vngWLrOjH3rD_bW-ubm55UxjcB52zG72xdwjTMKmYtOiGDVINO3EFPfEYrXpAtXwxtAQ|6Era5Rf3YsdjmTHUZiXLMlbq-5xZ39LyCJCIcLAcb2BLJTo|C1CYHwLsXx3sL-GbrTS6W-CjulOsDeTJUO0UM8LHxxz7JEk|na1|challenger|Doxa|767|I|424|380|True|False|False|False|3230|1595904277000|293
rUJUWXcR8EStF97b0boAFi8kOg2WkdRU8Gu4rC2Is-t-zEuhAqC5MSQfWmXqyRkW9rnqhNaGoXBCOg|07kFG6pdUF-pW98PDCWgKT3-R2KixLQQDBGtd7xqzKesrX0|cuYtZ2beRKRK6znneEe0p1xokSyWYT2Ui9ifvf1GwN3_uW8|na1|challenger|c2 meteos|625|I|313|283|False|False|False|False|4653|1596103933000|304
Ns3bfN08xVejHXJ0jREtVXC4s1uIfmkr38lZhHhdo-6s6maZShzjZ7RXTOOB8LBakDQnRCoe1-sifA|Mf9aGE1yoj7w6tW1Ll7E-i_NdnVpBTON6rOwHhFUOdQI4wI|2_Xc4m_ieaIP_WBc-3TGRlCR0zITGxc3NUxAUDa5b-ir6C0|na1|challenger|I LOVE HENTAl|472|I|450|399|False|False|False|False|3796|1595989687000|196
cb7YKv7kqCoRvztdd8fgp6j3A80K4UH_SGxaIIEAaolT7Ci9y7vBUPfEorz8GaS-i_zK6_6FX3TKjw|aizq5hyVOywoFuFZAR_p4_qRXnaflUXa5ai6n_LxQTEfnJc|V4HIuns3hk696pZ0m-yBwB7Ai_b55GYNjtc6_AIJGp_ZXaY|na1|challenger|Huckleeberry|585|I|115|87|False|False|False|False|4559|1595921697000|375
6rMsxule1eoU5EPXMx_IjL2RbeRc_ynuYrzGKAx5e3CUhXZN07BsiQGqppPtKXPdLjcCnC-ydMLULQ|X0dBiI279ysMMrRxKBwVSJmbK4M18mEQrp_ZDTGQmOdtQ5R9lsPn8aGQ|_430djQB_hSM1F7Ab37ua3AGH8Z9eGK4yBHG8C7ror3eGVts|na1|challenger|rookidˉ|842|I|451|362|True|False|False|False|29|1595999975000|93
FfwcB-SPi1BlFe7o34OLnn30Z5VNh3UWR--JkANVu085cMCM2_ly84UG8VYYSzAlFwHX85wgCnknjA|DLg-0zZg8nddthP3O5Q8H8V2YA8W-sc5A6rLXebK78mnHNBc5Y8dCSG4|lzEsp6_SpXhvfLOYsA6DS6RceBrd1KLD2_zgaW6whrUKfO7q|na1|challenger|Myeongjin NA|902|I|375|330|False|False|False|False|4368|1596007799000|101
m7te14n2BpXPkAc9hlEchHxcwgiN6x0cCQhhQxF5On5X9V6q9s6CjVmlMGtcmSdl8hOJ4bdjCFHufw|ajp739vkMpOhJD0lNZf0pHqHBfpm00bEo1TgEcfAy-wShRJFo1vbAI6B|nOa7_RaSa3Wt6x2wj5YsAM7cO5skrXMDaghFBlENHUTgBZ6b|na1|challenger|Asyc|904|I|422|356|True|False|False|False|4568|1595815874000|307
K0fXILCumHoFf5z82tqOP42XpzaNf0KBmk5l_VK4eUe8FHx0Tey6fE1CM-Uz-Ivsu8_u6LggkhVkvQ|a7x8rmc5tr6s3W3nImNNe1Qh3BMQm66nmPFdSc0ycL1cgCE|_qr5revxJs-lPcFiXyglCglhvHBaqVmRpYdhkRmyvRY0SF0|na1|challenger|SHEIDEN123|1012|I|176|103|True|False|False|False|29|1595991531000|82
iRdByACu_hJTk2qyAYhhet83Dzb70x_XEPIH_Yvvoc_RN55ahuSZp4MAlh8folIUIp7yjlBYzLDBvQ|d2pwhglr2NHiCKkyP9GdYrukeV4UMZ0S9DP1vacS8zAQ0Zs|QTXWtXz38IhcSqPcs4iNjy4TmsObk19d_yNXk2hEzK8gU7w|na1|challenger|EG Matt|531|I|295|268|False|False|False|True|585|1595567877000|270
4C4f6_476KTpCJav3ntzncLk6Ttp5m3qoS8PkuQDqVnpE35zB7dnHbOMlM_7EsJVVYbc3qKdwLoRQg|UjzN8yS76xp6o5xBbYIgxBIYB9po_K85EEWREnkoDGOw_uhnF5OBcU-h|BFr5jrGw96I-YY0OjXcaFk1qgJh0c20E3wfkB6eUD5oabyCj|na1|challenger|VX 17338587618|476|I|349|323|False|False|True|True|24|1595951532000|111
FO4Or8xMVlffZaA7soegPP9EGrwYNKMWpzy2tZhX5V_VFyrbovGzavHNI3zqdARZDQ75HgBv-rlRaQ|XxC4s2A_YrEybIDhG0n5-uTSqm-y9Y2OucJVuyJrPoOu8A|Wt1G-ydKpVNNtUVfyrb13RlRPFgy4-56NytTh6R_Er6JiP8|na1|challenger|Good Boi|796|I|367|328|True|False|False|False|4657|1595813428000|380
M4sg9d_g01fSE3oplOF6M4WlzAwBD6K4BBOeZe7syMB63XLUJjvLLxbmeDkr7MuqNB2qgBSzf2uXoQ|OvYXvH_WT5uEt4cssAEAgc9oLnxqoff8czPnGnMIc-83Eg|M98p-7m5PrVabQl3GZh8TUwkABbAlYH31pl4FJV0NTp0TvA|na1|challenger|stupid123|634|I|509|478|False|False|False|True|4656|1596146919000|330
Lld1x9Dv56jfXLtXkK_rd-wgNnsGroREwNHxZw-pavjJMTpMJTNPKY680BeG-MA3N5mNysVdwCnTRQ|umU3vJvq9JM2aK5MCBgYissIXwk-X4g8-fbTiA51gxFduGA|96agn9-TcL53yVSv4Ptc6Qxn03M9iQtSL0At45KA4Jjq2es|na1|challenger|Blower|600|I|177|153|False|False|False|False|4492|1595909434000|159
wCv6Z_UAJdtyhHJWPGJpa5-0qnsA5HC2r_o6JAqb4pxoTKKsOMnu7R21510zK3tm6LDvFCzSwk9XvQ|Tbyh2Wu4UvCttry16CIhrAg9mNtxAdteOVw3vfNHb3tYu-aNQ2lscFwq|Nlg66IzTPSBeD7Kcgovs61qHfEB3jsjabjhZT2qPqy4hdak6|na1|challenger|U JG MY JG|538|I|169|81|False|False|False|False|18|1595816544000|49
FQ8LIY8PsakXij3kp3bSpCS8blvESmHgYTC_fJ-iTC1o98W7Hj-au2Na798QYxjJtwsiRatJcAorBg|Xeo2lvkTdbg53FDTLYRLHnIu-ARLUcHhcgsdiiQ2hRmn1A|29ibkpS232CaLbVcObnt7zoBJS95lKLbZr1bU8qZiwgd2sM|na1|challenger|Chase|648|I|334|292|True|False|False|False|1151|1596040544000|261
W3riqFb8u_VzwFW1ty6rgNm6Q6Pe_bsrKI7pW_fTvxoDRdZUQleEXBGquTmWjeaSK7yskvCGP7cq8g|mgCf2H-3K5DIYNM9MJst9LpnWCirNVzmg1xwrfTTtGN_zKk|7_1Y4SBqhKyyRr2KUMpuqhdUMzQSKCd2dECYXDqgyD-cXZo|na1|challenger|Grelly|666|I|97|61|False|False|False|False|3020|1595737204000|175
2B-09OWFxj7pdOuIeGiHY_8-08opPHR2krZn0cUG2fvtTAmts0YbBi4cxB6xKwT4jh-nbcnyd3Tj4g|yF7JheMfz3SCqKHwC52uTr16G057oLgZAoK3PpFTWAOc2fk|okZWryAjoZDpTjtXytLCmemkDqr2Iaj_R3bljCbwa8CVOhg|na1|challenger|Sky Pillar|613|I|378|346|False|False|False|True|4020|1596076598000|196
X_5PDxTwcorgj3ep_9Y58p9wMx2Y2eQNBuzBc6BfFkmejn1nMTNLktEoKZrYuNpU7YWTFvZiVUh9nA|1MJGFRnUKXeeMO9X-OBO0SRYrpt4NjhfvWOmkRnhrz_DHe0|8LhJKk5LnaXmiMml0xKfBSnNkfTEp_MrJwHCw8Sv19vEDmU|na1|challenger|OSHMKUFA|1057|I|142|88|False|False|False|False|1211|1595998189000|85
3cpdjRX4_V2yQN9vtOGxK0TTeS1qPKB3WE8A-oGRK7_7d6PIRLmpU4MObVIqcNYMlr1l9azrHdVQXA|1h_FTlSy_508nHHgTYQ3gDKJf32YwrEPj0TugD92rvWein0|PEB_2hFJGqy-n8lzHM2SIpFvTMnZ0WwGOR6xrx5sE9DGoGU|na1|challenger|General Sniperr|1222|I|384|321|True|False|False|False|1340|1596004856000|359
f-tgrm26lXZEWJqtRX29xiYyGBBsb9S-e7LCwLRETdd8SE4T1nVv8iAtaG7LBOo2w2y_ACqJDsGmew|QtB1lltR3WdnPj_UBnz8mRlwMA4GaroYk9RnaUzTLhfAlBQ|C8j0dOiYfgBBX-CKl_n2GHEEhT-RmPR2xVAJ_AxUgy8XdEs|na1|challenger|WayOfTheTempesst|729|I|236|201|False|False|False|False|4659|1596154228000|238
xr_iij_t-ZPsKrUjVAM-kNSoCYSeNbAtRM_Ppuoi5Hl_EpAiiPmdD4kdvzynKCmWTnepzBGyydRN5w|2FKT61WdOlwt1qMPcKiytwcxQAx5kOvG96DJFCySoq_I0g|R9ZTqoaYbW8x-BP-KmMKBkAT7Ugsh9KTJr62Iwz7LMzOKcQ|na1|challenger|DARK WlNGS|620|I|282|249|False|False|False|False|4655|1595573089000|303
r59u2GP8wu_9O9gZV74ar3InAGMbZh7-YSbKAaEcPYKY5qOawIBneA5y63Ip6qo_NUNHLW5tOXYE9A|7k4QmFmlcSITiJgoIX1EJZ4DkSAR-zdbQA4zobVAtGiU-RCzdHUfd4WK|ET-Aar3mgEClFam1I73z-Gph1E31WmI8myjpJ9XmhQ3V5Faq|na1|challenger|Kaiming Yige|469|I|433|366|False|False|False|False|7|1596007781000|86
NeHMfJYxygek8SCFlFliApVnCFOc6Ja7QcnrW-Xdq0_wp7tYAXSEdOzptgNG9OH4RoYCqhdE1IyyGg|sbHGPDGmez_uynHCvVy_yCAI284WwdPV_sWZUpcERWmQqO9W3M9viu7L|U6UcCzVBED9hP1MGQypYXfRkxQCY9rDkPBd11Hnmq0y7OIJJ|na1|challenger|Djalal|719|I|186|148|False|False|False|True|1636|1596041443000|78
Zc8UF2ZCMIk6F-C98rIgPKGTuP7FkXo82AvdX3zmxJ_v8YY9-qmdrunimkdqjWMVsSCe3OnLsTWOqg|lrX2w9mLRw_pCgdRWGreYEwh-LRsPEV9Exb2VJILQAiWs0weUJTvl7Vy|kUqlsJVjBLaJxW-66KqIINHIarzmayspHZmo-HZd6rBsSkIO|na1|challenger|EG Bae|781|I|304|244|True|False|False|False|4568|1595826762000|117
X21_hqm4ItQK0fWUQy5DYino5sRr-tgNsRD0kN5CN4mxGldpGbyN1ujVkAmi0tE2kE2HEkCDFK_PLA|LQDlmKbkHUZkhdxsgESVZNXUHZHK2kHTrGlF_Tbp4uYn77U|mfyJObpX9tBpVFIW8b_B0uxhEk4FfERErnvZC5MN7vI9BPM|na1|challenger|Kingicepop|535|I|396|367|False|False|False|False|4655|1596066307000|377
o_yEjNZpEJAD3oCI4udSL9Odh2ZgB6l0foAvWkUCQ3aPcTQ1ZSeJPNYIS-1mA5VZQHZe2uYd8_BA5A|I11TJMzybpf-0_riSoLYkJRcrsbDzzpCV7pBe1ng5Q|vsEE8NRWk4Bic_UP-_6pk47Csx8cbbuvyFSU3hmoZew|na1|challenger|SentientAI|693|I|482|459|True|False|False|False|1666|1595569920000|325
liwUm_fG9LRwGnb9_AxzSb26ZyCOWIDrz9f0RcjkM9OZVk-3dX9Y85OG2ufS7H9DUmB0_vzxHZISjw|4C7LmgSogBtI3iRoouPq4qOt2NVWHzOFbBc20L1q9R29HSk|z7RYy420maXxJZxvEfeQXwTho4DeU3RdHXAl15LoiJLUEEY|na1|challenger|Jouzef|472|I|145|115|False|False|True|False|21|1596136636000|345
YbdcuCmZwdiaKjKyGkBcqDOOGCYlUitvn8N7RfyXNbDQ0p93hl3zxyR-SGARAJtLwVo7ydsl0_Dz0w|fjaXM6aZgSpktBLZrokrNHqmXzWReEEpjposFxKl2q4zIb3XZ3XBtUk6|6_VzA387mN4Awj580FGgT8YU2iSsgG_pnNUeH7dKV5tuvNtF|na1|challenger|VX HREB2020|887|I|200|100|True|False|False|False|4377|1595572588000|75
SyWohZw1TzB_7ICLmjIWG5FHDMloADt39A94aVA321SEet7rVdI_WoY2ttDIazRcux2w0-MgV33bZw|0_qF4DnfysgwsZW1UHuF1wt0vxmgaE2gcE5gYzKE0eCPjg|73pMZok4l1XHa6qoEeEmlwTneZh-w11Djrn9odALZTjfld0|na1|challenger|100 Copy|729|I|199|159|False|False|False|False|2074|1595996381000|207
M08UcDalCYEhRYTRxhUEwKytec7xIlvqkpDZBqc-CHq6MiObEwe_RILOP-6M7-ScqPpOMdwqJXRo9w|Bhr2C49uORwarFW8_e7Z1iPn7qHNqW6MkxC34TpO3n7IXys|Vdq_KmEN-Nthhkod0fvmRm8BuSJ6ixxGLwqrRJdZjfSjIpU|na1|challenger|Deañ|794|I|164|127|True|False|False|False|3379|1595583300000|226
si6EcRohP0hATexdyckihQfDtLcgTCa1NTgAuCrOttTh1A3ycFf7vQzAcfoNrmTlcC6NDq64aU4kew|SB0YizcIuFpBi_PXNJTF6RMFneFW0LEE28YOO7QDsh0j3Tk|4bJVbbiVOZO1j8ijeYpwi4GfBczDiTZDcFMoR5ZareFO-J0|na1|challenger|DELETEALL YUUMIS|692|I|132|93|True|False|False|False|4589|1596061002000|133
WwYD2zZywvDb8SLdXRltrDDmv2jM0urAtYpx_BlcVpfVRDsFrwMgH59TBB3Jt6FDRvLzvOdNp3bESA|1OI01xDMCaS_VGjviB1UtGpKsVuOYFJd6ziPrKoPCH3-HU9u24gJutwe|h3l8iNzv9PBtQvVPUVNE3gwcH8qLa33hZmvP4Kv9xKkBGmJq|na1|challenger|Son|680|I|137|103|True|False|False|False|4659|1596103087000|260
Oxaoxe20kudymld-J512tNOpAuEyvFhUhgUIcmNJDnZotQWW_-99Vhmk6o6WH3_IgyAEqAv-nOf3Mw|hez2M8zh43op0GmrVIQnesCS_MY8XJK8YeIeoZlZvaP2hCk|mAd9VYiF6wnUMLpKWWBuKeVyl54_QSvXp8BWlGsV-mY8BBE|na1|challenger|Red Eclipse|484|I|182|155|False|False|True|True|4027|1595834986000|265
ZrcdMMjPWSEG70lwgZIv7JiRsz1CGP2C9CUE2-eRhcPXu7iy4-1Lzl4673evAy29FQHOgzxK0GWHNA|9LptLNr13FWsI3bZQ33FYfYdWboLlQgV1OUDjOwfXZ2fow|GhGl_L0jpOBsF3zCHDBUMK53nbnTdemEo1ndqYRp_f2uzb8|na1|challenger|FudoMyoo|656|I|329|309|False|False|False|False|547|1595843295000|152
XRjbkJz9JER6dER2-gr-5k3jF4JyiottWFoPwOfmgvICboMeybGC8sAhmF3gA_3tm1wPyzlY73CqQw|KE9_XVCmRvNvuo7E7uogoorLgQsDslCH1bQA70tyBnlhTjshwlFVRIYA|Sh-fZPCcaffvdXmccypkhoHhAJAGKpsr47P7EqXLFO2tNFWf|na1|challenger|From Iron|1149|I|542|444|True|False|False|False|4568|1595572399000|186
2k14v38cnsOUSukIZ4CNcF5a_SvR4afiMj_mV8eCbTgpsRnuCtxvFNo4Z7yQLbgHzxqWaPuzFH3imw|TQDgTy3LUA4MQXUwI3DVWrTF5FqnOQ313yPLIHTPvEKAr79Jgon5ZhS0|0kJYdfldBb0SovSY-LaH7-PvWWMWBzzGIJ650Z69sXHrVeTQ|na1|challenger|100 Yeon|946|I|438|306|True|False|False|False|4658|1595996381000|96
jSZvTnN8xAgzKZVR14uy9DcZ7dRNi3R-PAdaKDl8AfRXn5fBn7xeBGK5Tr-RdaDuD3CaGUZ3uXG5nw|4Hnvxi9UjPRtB8-at41tis21fmn10ZHnOAKr1uhBEbyTvGXLO1dqrAGB|o6X9K1I1DlTnJXcfW082jv-qVad_UerQbC1B-fnzZ-6fFF3r|na1|challenger|134679316497|815|I|255|214|True|False|False|False|4031|1595991295000|85
U3iTco6GIe_CjVPyh4afNTvBN7-ox6N-jL4ChFNHjn1oXDJQdP5c1fe8VCjZz3pMqXGK8u8dyYT6mA|c2I8Bqwlg5jAS_XCB7s4Mr7UtaiQ9chZfBasmCvjB6GZ7Hc|kO6uikvBodYDDjtdKmXGW2VqbjcCAe8fLz9r0wkWZ80cIzY|na1|challenger|Breezyyy|671|I|265|231|False|False|False|False|4568|1595921180000|409
9IQMOfBWRRKbgMqCP3lWMhwuADjBSdNA8QNzTSKASG463Vl2ioFUcxOBOP4xFvMg1UnhHfJlwjS1Pw|RosAObHZSv8kehWxzWsV7Jwd3BwgMAkIFNpOJNgLHqPZF4w42M2_Go4N|Vx-VzwyHzArhgoUqmDdoVtyXIRw_457TMERxPSeQf4jD9kyW|na1|challenger|FLYQ Revenge|531|I|180|150|True|False|False|False|29|1596008419000|55
