puuid|accountId|summonerId|region|tier|summonerName|leaguePoints|rank|wins|losses|veteran|inactive|freshBlood|hotStreak|profileIconId|revisionDate|summonerLevel
gWH2uv0-Bia4up-BP9sP9Hox8f8hRXKoeyT1Cq7wTmB3TNQyTg8PP6q3CeVjFSWdm5SymmrEyI0h2A|0gqZkCAyQRp-uS0JY7is1R_eLfj-dHSWBR-bxlbcufROXpw|VeKs3NQop2YXAaVfoQqv-CISLh4q4Mb9mLEi0UREn2ZrUTw|kr|grandmaster|귀여운 현우|341|I|232|207|False|False|True|True|4556|1596075134000|270
fzG-tjhprQeQ70LvxmdQ-XtfoSwHhOJ22mBdNv13zZYygCBjBcTv7H_fP4Ivz30mk713djwH_drvYA|zqxzdp4ZfNpN_cjMESleSpcKHNmGOMBVkzAuCetscmhgtHhu1h-HTNg9|e3oaFBCbdspFxnIfs54epmgpkdANhSYJdaqhBbLJs5NZKw0|kr|grandmaster|Lim Geun Woo|304|I|271|192|False|False|True|True|4030|1595997525000|90
fZ5exQbVVtqAwHm9UQU1ByrANzkA3q7pc4WuMw75fLRj0RBjFRUioZUJbeON1Ht-pVPjOcbI-RMvLw|Hr6KO2S9XMZxr0TaXywY3v0EMOwvbE4laZzOdQXGUMo|MaWRGwcUbhDyxZM95b-E3xJeGm90a-saXGpmAj2AU4BRlw|kr|grandmaster|hi lira|332|I|288|272|False|False|True|False|7|1596081024000|106
fl0pUQ67HqLnMep53gO8daqBIgO6LeevFS8wjCL2AtoEmBQmvr2G0usRoO8ys0bjcoYOyh8V2vkdOA|Ycac91ncat8JQATRti9JRxpHFcRrWdRI3X34WQomlwf8RUw|KfhBP7WjM0a1H3xqkMQCZpw4lWKrUJI_UHXnmVGirqR1kqQ|kr|grandmaster|그녀의 애완견 |499|I|234|98|False|False|False|False|4244|1596056279000|83
STu9vg37arb2BjBChEesmMWHqrt1PvbNYUdd4CLgn8GHhyIG9URuCMtjVLaxzcQ3d-FaC-N2Gbpofg|96qjiQE5fhZLpUMIN2UsAljyIWK8Nmn1T05gwiQqX5RC5lA5N6BtGxZE|G4beQf9OW-Bq1dSrgrba2i7L2vKupNMQg87LFqiJLRAfAIw|kr|grandmaster|         anshenz|362|I|348|245|False|False|False|False|4|1596097201000|78
0iYhWVO3REWhD_OuAqbr7uZL5A6LFF2B8fHo5fOK76PdiI4f7C-kXk8q1SPlq__6apQ6XqcV75Shfg|2iP1eAFub6ChjqOYrXTdXt9nIu6Ebmmvac-dVfoX6IvocjY|p9O_aXfBcZW0kUHTUYQBx8v6gSlRikNWHUizhKMfbl2XhFk|kr|grandmaster|L1sure|307|I|255|233|False|False|True|False|4022|1596011141000|163
n6PHbHMXxu4j8XIH6uQ0wsPjGgu_Cw71sze-PhOIBRuS9PyirjQjvlIL00UikeRsLuSGU0vOPBYC0A|BLFJK4DoqN729maqgpgXr7KBTUFjPJ1tN01XqApNJe91xNU|UoWmHl02QL9T6Wr1oA_jP5zDz9pEQvZRA0V7Fk2WxNZM3_0|kr|grandmaster|NNKKJI|575|I|825|746|True|False|False|False|21|1596070202000|205
8mXqBTb2GaR4EAURb23MzXAUZsbzdu-aBJ7Gb1nYWXSVflVUF03fCXhAGSH-ppNsf9DVfRzYpk-Nvg|eje3cmd9erGdRCb_mIUoxZ9QbdoLXXZvwl68akFncOkf|WfeC-I8JrR-YHfzjd99UC6znvSXdb9rS5Od86bXBg4fN7g|kr|grandmaster|T1 SailorMoon|409|I|327|260|False|False|False|True|23|1596016570000|189
4jTiuNS1fajo2lJD12AU8A7RPAgQssX2ugsQl7INmoChCp-ldhJeIoA675REjq5nMpcjBgO3btCeTQ|G_mvBw4MslGreDZ044s9gJ05qCZsXZ1Qdb4TDhuscKZdWQP1BrTNvBB0|7MdYFWxLqAjt0mKtuQdk2uQB2Uftp4eH3zj7VbFGLPIDlvc|kr|grandmaster|langmanbusi|461|I|678|618|False|False|True|False|4655|1595932079000|119
BmM9kNd-ajZX5HjmuTiDjfPbyr0Yi55-S_xky3dL_wnmBLW41hStv8ZyW6XNWb8mjaXmKiI3fsmT5g|LZdfwfNzOn7yelwPTmUrsO6cB3jeEthwSF3firSeiEb7ZjPXUe-bQDLc|TbD-zWEpxCvvPPitETb64JSViKpx7VFsCivlXPZhfW992mY|kr|grandmaster|Wyvern|375|I|299|279|False|False|True|False|3787|1595995077000|94
e2MA2dcf4puLIXbz2CNgrCxkFj9W_uQhVhg2kLQr4sISlMY7vvVJE2LQwgzXlUjGPmW383AiYJy57A|MN0ttbL0oyHlTC7RbuH35HUKxXRejP8TZLdKWiAC6pbXP5M|_jjKTUpOhRF12v8QZZQ8s81gsSoZPC6-tCucqQaf_mcVT3g|kr|grandmaster|쪼꼬맹이 딸기|422|I|343|315|False|False|False|False|4568|1595713674000|464
l-yayVydsIS2-CEEJ149I04q6yxSBewYxIjDGgFuIBys-EzhcuCl3AXZkHuZmxQh8jbbmt8q65s2nw|He0h3w_kiXnPwVBJUs8ABgpgdAYlFTe1Ot_AjchpYjoDoogTobZIkKxx|NCuurzQXS11G-c8bjC2E6udRp0HJTUJnw57KHDkXB619rWE|kr|grandmaster|no dream1|496|I|520|495|True|False|False|False|4568|1596017539000|201
Mljdki9mQmYAWJhFpKezPpFccBBMGtNgidG6G4pkf750FfzoG5gIRQ8S1qrhkveNIPMrw8v0EkOJMA|8R07hY0U7PAsam2hwjOFUOYsOCIzW1pjNSKdl5yNDeCwDXmEZRdnUzu3|dqijFdIioja2u4Tz3WJ_l-TmivE8Z02WqeKVeV9euQsM6BU|kr|grandmaster|da la bengba|547|I|225|188|True|False|False|False|4609|1596008479000|124
Yvj84Q00XYuDkVCVGJ67aPuJe-tbLyMMebfDK6bxpeZ4x3-7-JGnO6GpPr2mFzt9oM3Ty4udFZasIg|7mK8rbivjV9PpJodN2j8o1M-nLIudvGDDJsGtPSZunAWgLh41YswJFUL|A-wnVhGtD0VW9_cAVSJCruc8g1EWNOrn2FR88_XoBnbrQ34|kr|grandmaster|TKS Teeen|575|I|626|579|False|False|True|False|4533|1596062071000|116
3so6fBIGze-PEt01kuqk2E2rY5IrePbUQw2DAcwqo3cD8gyfj-b0UMp1DstOJx-6TJDea8n9DuBgbA|OVFEq1Ewp2AHKE6N-MBzzDJdrELHwxik97h3r7uku0ZdJ94|iRAO7HaVk_n07BaxYa6Yy_ZtJnMoMJFxJJICikK_Ao6PFYI|kr|grandmaster|군빵맨|614|I|568|531|False|False|False|False|23|1595644992000|307
8G2h6fI_qHXIXM4yt5t5u4i7mT2_9OZmu5wBeeIpu8pYZHLnLMYvANRpmMKwVaN04aKqROWcjb79XA|B289S_UXyBYOy7F1VY_BYlZVNi1QX6FvhhrY4xkeJVgtIuw|nEcgeXNEfMNsWscMz6B9ZCAqUWP9ofOeJo9-iM4fqgxERi0|kr|grandmaster|무우오렌지형|583|I|529|508|False|False|True|False|4613|1596020329000|370
s8eY4nFMJH7sZcP0lZHjtv5vfroQx-dYxt6nqdwmmDFYsMcEmcFsh6Eb1tQw1V_Rtg5w_PO7aEwJcg|CXtk5anW81WiYTxb3xGAYiqY7A3Y7NOb4UwWS3ynnkroOxU|GOAh5tRIc3K7j85_GVne57ML3bkdBCVh-0xVf3BqLXK8ZPQ|kr|grandmaster|전설의용사엄정재|272|I|279|247|False|False|False|False|4496|1596092605000|239
ZYRGS-lDZ_POu1p0MCCYxkyYrg3Ub_5zqRiBPrL5fSCxsQdiaikTFDKXj_ndCQ4wxG0Xb0woi6z9cQ|RH7wZPspyr2p9arss4KXwNh3EoM3fBfrPm5IBD8aGQm9BKOEHJEpnvVn|gdaK9BhiSbKxwCZV98kd-Robvq802FHVw1uVwm7a7_7egwIA|kr|grandmaster|모두가 잘 되기를|313|I|81|58|False|False|True|False|29|1596064727000|40
r1mDDjgtsrjZ_qEJ8ahCZZthbAnOj8g59F0ulyBJT0XIOTmLbhO3ZdLy1e42tpHKWKpdYQiLmIXK-A|kcI1-fbquCCyMli1FOWEq-5Rr06xYjSC5GauXgksZIqM|FpxGwL24Si9QkiJSKiUtw0Gg69rkk-PsoNn9ILUf3mzi_A|kr|grandmaster|OZ SoaR|295|I|135|113|False|False|True|False|4595|1596017117000|214
x3cpqPP0rAY2DlehmC0sNZXft_w0Wn9O6bv7F2gwCzzaAf36c1EZ1WnCplQKiU6vWRNOcyG0Vi1q8w|u2d3JP7w7fsr4HnZeieX3aejiD54YHsSeefBibjwgLWnz9G9AtOqhkUq|rnTBICk5B6vq3jGrju1QXoQDsOOzTCO_3C3mQ3es-0lg7fg|kr|grandmaster|고구마먹다살찜|399|I|345|323|False|False|False|True|4568|1595868967000|160
J3j0T22BjvWHHFSfmIOgNaR9xIUbtBMeMBZ4419Kq0fC9de56NbyyM_nwkhxVN-0X8p5m-ftUOmrvA|sNl3if8Vz55FEbSjkLG9xNiP9lWEV6lrJdBRmfbys4Y|Jxt835vOjgbr-7dZKmIgy1XjacUD8cd3KYLsVmfFxZmCEA|kr|grandmaster|려창동|593|I|345|306|False|False|True|False|3379|1596100544000|271
CumCM2JawZ7ONkdpBXYaAw072Fm7VZ1-u4Gj7Tc55_p2kcicV7sqTUjsHIAJUnOLoyAUGqmoEcTDDw|bUZgGs11UzgPHqnu8byOAF1QEA0HSe6q0bi-M4Jrv3grvLU|7HEpMOXuQzvuarf1_lqOTeCY4g-rsBz5JFQGelKcbQKP4fw|kr|grandmaster|우싹씨|586|I|231|185|False|False|True|False|4568|1596086675000|200
6_wuUYJarGoOA4Pr8_XC-pqIIubSBGUsMrtD7oHdnW6oi9QMzO3aEc9_dwi_H0LQB8MHNb152wLvjg|fYnb15GvPnpk7_SWA7tVv_PL-l_bmw-4kdEPQo5Pvm-lL5M|YUAJt2Nql04y_oNvWI4_0jhLR7A0iTybxPv7LfjvlvXYQWw|kr|grandmaster|like cs|457|I|586|595|False|False|False|False|4568|1595838722000|315
Htm2iqR55lWN6dQQE5rVMBQT7joQvep-oICnI7Sg6YuZdW6DbRIuV7iPqzB4CY9mPAQc92mWu6vwKA|QwtWhk4299EY9upeQT2nRWrVRcoF9_-wLNrP3jcYAoiy_y8|Z7SJQ4tXEGYUvZuyYlwXMl6gypkpMT3cMfaJeqdOLepG6GQ|kr|grandmaster|yangyu XD|570|I|323|271|True|False|False|False|3522|1596073859000|213
ezQRcqFS-qjceYotJ8sRezn1JvON6csZpPP-j0PjZKdU97e7hhu7DKIGJ8EXwAhvhJqJJF_j58Yvpg|-rR4rIuzKssJR62u7hh8Z6d9Oo2RYP4uwiowTVQa24BsB2rc-T3tZqYL|rTq8AywAQ974nAIfBB_GdzL1ohQ-HvBBA1drG3sp2FnpqQM|kr|grandmaster|SSW장형석|332|I|513|480|True|False|False|False|4633|1596090637000|101
Q2Eb-B-CT5rGq5sSIlFeW0Rh6JqcDVzEzjCgIV0Dw5c8roPub_lUeS4v67KBYHHltbieLtOB1tjjTw|dbeCMKdAjPWkKbT29537pbAxBF0fg6noMvrtQvpQ_761E6OjPpOz9pjZ|CLxUZ1BcIk8zSGao69eywMLEhFIlranLzIEPaU8KDjuRPlo|kr|grandmaster|Gen G Peyz|389|I|464|394|False|False|False|False|3797|1596091888000|101
vNXbzV3M4mx4QCke6L3XBnVOl9596OSVz-YyX6_yEjn_iNmwnjA7IX0SWLuSXykxMKty3wuWEzxQ8g|iE5ngLyHH4Am4z28yJ_Va-Xvq7YJoG_MWGiM-nxMrL9GeS0|zfEn3KrszPFeQb1z9Dt1rXfJXQ3-r1DLVpBpGBksNyxBMWU|kr|grandmaster|Twitch TV 리하우|720|I|286|240|False|False|True|True|4629|1596008479000|181
uYUQGNd54l6K0pmO-Ps3xmH2DDGRAt28cedT2VXtSxVyNCsmsWaicc2pcSVxxwFKm6gzYdHd1xOJmA|GCbMBvpP1JEz0QBxd6O2fZl5g5m-I4CO0JXyvwCUjORJZms|pqmlLLzWElEMr0xiTgqJ8_5bmFQ9qo2EnZhHwtW6VtmPtwc|kr|grandmaster|충주 경수|406|I|365|319|False|False|True|False|0|1596067125000|138
ImdLiO9GEtFMN3LGcsvf5M4mWvcgAi88Xz3o7JjYpPtUxi8VHVljfZ-TwXxs0ZcQ_fnNXsPDgsQ9dQ|5lsYpyAySuuB8Pq0aDxLm0oQg40xqE4vLyuQKnoTR_tgX7FM28XEY3jK|YCZc7Nlnm-WPwqVmTXjldFduaqQP3ocUhIDqK-xOaofjzlf1|kr|grandmaster|ke ai ke ai|503|I|267|179|False|False|False|False|4568|1595915269000|67
GwTDWZIZ5yHy2aykUPGEhOGR0mkZ1d_K2UwSO33VUsyMvsXdoK2mVuI7uGK7UySqztEmB0-xNS7nXA|gPhIEnS96Tqsthj4bdehI5tAm9bFD799UDV1BwJP5yk4|qCcb7Xu5oTjCWvnTMTae8c5RSa8JM3RNrQOCdyVTU-v4LQ|kr|grandmaster|mingkey00|494|I|229|180|False|False|True|False|588|1596009887000|142
mOYinfXhFnD_3gm2SQiRg_LuhkKRoF4uNrD973nnI3BLbuiir77kwWdoFfqNZpCD9Otkn6L1d4HQQQ|4DulQgT4GHvI9USzozUnXgXRmFEI4HywnxiY2CqoPgrp|ojna_OFR9uwsf2tOmGpVGJhnWfHHTPBHT37HWVCMED99zQ|kr|grandmaster|JongSeop Eun|468|I|243|206|False|False|False|False|4404|1595944905000|247
HGlL6TTqmsLugA1ngnMGBEcDZXfpmN4tYzlmMFhjwzBpsCTyBCriCsRtZb97271RHQA4_b3NDGFuYA|0qzqpE8040muckkayj9qnTUq91w8s_F6-WkSSXIZK5xoSpU|B_ajcqIIgU1w2uD-23JllAgaPSFK_Az2WKjBqayM2MJ0SdM|kr|grandmaster|Poursu|425|I|318|287|False|False|False|False|4633|1595911410000|320
l9BjlVlPZsmk9T_FwL_e7FEn7bk8HdJGh6_KzrqmJhOViFhG0hVExZobgRomf2o2PYZ5dP_Scr8QuQ|B_l8TED8vTl7wxXCLV98oyBNzfdJSvkZ-MMSpcc-2VVyRpUq9Nksm-wZ|GviCRuyMNVyRv2NBfuSdatu9EwXkByVEhWUj9a9UxFYGikYy|kr|grandmaster|NVM IDC|397|I|171|93|False|False|False|False|4535|1595804552000|61
zB2ria9yVF4iqiq3x55MSz0HlagwrUE8GdipDfVBsinJ9mrEEpQbM--9N3xoHJBZWDoeBTQ5vzA9sg|ABLLBYMMBDggOoKoLRvy5Ia_hn551Pn2mjLHpsJTk6TaLoVSq1q22pDx|zF8p1J56vx8CJ1f2A-AZfijVorQns6Ca54gSF20OhMhgkLc|kr|grandmaster|xixibaby|494|I|284|191|False|False|False|False|4568|1596097124000|64
hAjDJ-91hpjVy4anRGE3URe5YQDNAR7aN4ZEBccKeYuT_z13JaXiEnDNHNlXXRVVeCxbH9x7hdF8Bg|dQrO4vmaxiGh0lUm1pgJfU6QokOIGywHnRrJqLvWjGZVzkW5UEMjw2PI|WxBNaV3LNf0el3yVWW-Y60cYChfBltXR-HVYNpLmZyh1lRQ|kr|grandmaster|FA Serenity|630|I|331|297|True|False|False|False|4661|1596060111000|88
zsDOdxFU2spVOFulxQxsmJuBykwfzjWntUwLPlqNlsC_GC58F_umu24uwLSv8aoFSsijcSJr9dZHag|r8fa8QSJSdi2HP97NwmQd4m3xmuOiRewdBOGbOPRZdNVyBAThGSxb4TD|cctuDie1fBFQvmY4-ZW0_yqDm2LaO0oDUtRrf2zwEa9mVXY|kr|grandmaster|shangdan lihai|608|I|396|351|False|False|False|True|29|1595979915000|84
mv76x4B4uURNZJMZYFF7gtPo95cJ87H_xBDSwlmLVr-k-1WmQS-NVit9G9lhtKFHmUegNfOnVUu7mA|6PCJ0HzPc01QvPgMhXjP5RunlgO3UPo9G-29ur79TvvXhjrnruTLoy6T|fyAe4QiXybEufVev7Z_dYE0DvXPManF7v2ObAqk57W3H92k|kr|grandmaster|liuyanyi|317|I|648|625|False|False|True|False|4655|1596027141000|169
plv0BnuGnTKB0tf2uM5lpnk7jo7EN1znYw-sJB8LQtKO0HS-PlwdkNa3CDVUPquWGHarYkldtXzYzw|qCb5b4F6Y6_wozMYaSRdatF1lfVFnJvU2AvUix-SdYTHmdQ|gm4_LDgWsFbEjkUBbdsVmVilaITMhNSZBLQFKj_mVhbTbog|kr|grandmaster|Mercieun|359|I|240|193|False|False|True|False|4635|1595926345000|202
SwRFDZs62rout0oMKDFHjDgyQbj4rg_3_6vviQsVdait_tHqhfZeR8pJWa-VfOL2XA5AMQWJ9aaf4g|7jAGp87GNPHWhjDL0wgNV90UV5lkSxCPEN7cvKiiXY5LAKc|Ozsy7RD5nL2KyH58mxcjMY0Nf9LIzftGrO1R9FGWTNj4n5Y|kr|grandmaster|Remika|356|I|431|417|False|False|False|False|3867|1596085754000|377
dP06zikGrjiXnu5iAAZtvFz-JS1V6z4jZUZzXNgDnEEC1YKhl96oFgSsQEPiCR-0nw9urX3KyXQ-tw|7r4h4DveE7Of46qKpGsb-vv9htnIL1VTFAib0PBgdNcRQ5k|Hprmuoq_1TIDJ6t8rwRtgRF4yYyLsEz_5ObYmjTT7FhkfXc|kr|grandmaster|SANDBOX Punch|439|I|529|511|True|False|False|False|1391|1595840421000|273
cp3lLwd4ypiwTNeRpsIm-X0IedxaUNBf7V5t4wJWmWMBZajUHr9HKuSqYIFKd7YsHsInncyXxtv5Mg|D78G1qb6UA519Uuco7vnkunGqZU_ypIE0TnoBV0h4yQY1aw|jv0NSFjNs6NZJy5UZueqgTVuXssJCFrGZlYGNymIGJOm-XQ|kr|grandmaster|bao new journey|322|I|765|744|False|False|True|False|23|1596002982000|271
cWEB_CcHgF72eCT0LsM5xMgINIpUxxzla-JnVsgAeSl0OcnZPA5X_A71T-TasmYr0LtS0w5B_FdLUw|X_IzRU0doE-Fo8aIBJ0RYQ8SCUb4El9yc0UGU7Q6vuMymHI|KoCHmgDI5exNaEJPUU_jgnraOKQamEWYgC1iseua48zaONY|kr|grandmaster|시간의 숲|475|I|126|114|True|False|False|False|3600|1595556043000|143
xQRNg1QZS2WS3sRWCD6i5b7D3U4nvif7W7W5wErJXIDCAiL2jYjdEt2CoqH_bXscYgXo5wMP04DkOg|ZzLNwaL7djfzB-9ph5cHPZn-cW4SW-bjClpMn-tmqPcB|HJFEp4Z6e6v9ggpgPxNjccNLKBZ8mzScnBv74T9AzsCkhg|kr|grandmaster|Heimish kingmono|372|I|114|76|False|False|True|True|4534|1595902214000|180
te33gxjjmTa6hs0pmlk-por6Pe_qI2rw_pwvq-NmSpb4kPKyYTaje9DRD3cqQYiPACr92IE2bETKTw|TRXu_XCkKQB249m0VUmtPmfrxvHmfnCV-4hTFX1pwVtAswg|2SDsT_ROs5QV8bQOoKiibC_b3L8oQ5YM5Y5ussSKKVi_E3E|kr|grandmaster|PESK|498|I|472|441|False|False|False|False|4412|1595992821000|362
CM2BC0Ot8z6iawx1ZkAMmmoAQMMIo_5wc5bpI8vE_kD7WCamFL_6BB3l-CQJ8gjomooSvtnx6olchQ|0c5tMse2PbjF_O99VOTBJ44onZ4k5ewjWHDKGjmaxtYLYXFVJXKCVh_D|5pzfmuN8QrgXjorvP5HBWnzm8II0iZ8o1oQ8CDsLxeUNWR8|kr|grandmaster|V5 Tomoya Aki|386|I|652|633|False|False|False|False|28|1596008297000|181
3FbDXLbE1p62Uwj3Xnv34eC3b9iecTd5MqjgIiSk4RRuYdHPWJ3WW726sufhY8wHiyqvz6G7Jo1SjA|ili_B9NA6PoHTgEKYj_GSLPr4iqvhjM55uoVBB42jTeLb9g|7AYLqUWkh1J2kalqHOzEx-HAjG37gqDjLVJJvk6mHCDEMyw|kr|grandmaster|Gen G Lospa|385|I|218|183|True|False|False|False|1296|1596012674000|150
-xVjKrq78vUdNz0CGGyJEQPxfOmuba4pJJs2EHecSvswG6LHiL9HW5Mf5XqxkthXXH1daXAVhtUXPA|fFo62AbIn2Gp38vPk8nb37_FmqzsIRQFsKf3TeozYh90R8OmKYHd9-kJ|jyZPdYdY5gLz6OEB4bdmc_5QsFQPVHyXLWpic71EAGOHenU|kr|grandmaster|YeGod|534|I|510|466|False|False|False|False|4449|1595977286000|237
pUPZvyT1x8YCyDewPQjLl2kLkiGufRSD8xAxnReUSpSMprONn-QB9wfbgu1pPMMCCfXl-xbmniWfIA|L53fvPMomRT6msnDzTY4naB_mAbpPczL16pmMkkbeF9IN7M|JTDAb0pm-uRr-fyghqvc3nUFM4qDfh77D5wBC0brSY1OS94|kr|grandmaster|UyQyO|371|I|850|828|False|False|True|True|4653|1595918034000|501
PIzz6rAQz-uCjjD_6QDMJVNKwSrtTuUnSq3KqlweCCrBCwWqF0P5MQraUZ3CNqnXBlstdnTTdayT8w|_eYhrTJ2OU_4nMm8FAPSehfo8penIPepoxVJ7ihGZZFUOHQ|FhZyeVsUqfAD-RpQ3WY_uiLhaebjNCzYTM8zzrH9otX2ltc|kr|grandmaster|캡 틴 조 아|304|I|406|374|False|False|False|False|7|1595809291000|166
w1rfuqIrSym_xwsWYncufs_pRlmF9Ue_ShRCdJZ1ZGENqERG8MPZj6EWjogLyryPG8ZV80lI87DRfg|t6DOae9r6HGENdtxfgmyKWT2lagAGO5BkqxwdreQqJZYGvzHI9fHANSm|NnBiOnIfv3Mq49dyxRCRXSHmyiNmHff6pEPckPHwE_c9qRs|kr|grandmaster|울부짖는마오카이|297|I|839|813|False|False|True|False|23|1595665489000|218
HBGSOpqjaM3fhVD5y4NugTBNLu-WOS89Iw0V5cGxyPEVm6XZlyjf7NHkEh8BURoPCopnjD8rTmQUtA|U4lV_3dpcsC39Fgam5cGw2L0C6AaDgMs9Etazzmq7EBxiam9lRb55gc8|yWwIWsPImWGhE75By3yqta0WpeTsQtXmYgy4PVQWKPOxFSc|kr|grandmaster|XinMo2|490|I|448|403|False|False|False|False|29|1596073767000|88
9ck9CMjBbrk_uRVCU65AfTpPkjrdCzfjCtC7Wk8-rVFx1ImbG4qAj2WvyeXJ0vmToAYVBlBX_UYI3g|LXxNf_ryviSKQyj8UjbUg3iQgbAPt6EeX1v_pJUNG6_dPygK-HHVyA9d|hr5Vkn-faIEtj-TWQCUTVQky3YGcfOXgUEy_9_0CfMcU_1EY|kr|grandmaster|용현중 최우제|314|I|189|161|False|False|False|False|29|1596075605000|53
IMlZ0picBNRriSejon7Eezn35pHjY1F8Vt6EuC6oyyUU8G_A9-xEi_JBeXh8einMFLszN6Rn-n5Osg|PML8v3m4QeBmOMw9C3Gs0HiiAIpa_xH6efgc9Po16M4|6PiNECeTK5g8COpviD13G5LbTKXBYJJ8vbi9BPginj2MGg|kr|grandmaster|GoongTube|300|I|509|487|False|False|True|True|4612|1596033163000|509
o7yiorX8GZgUITvctPVCuV6I7k9s6H9afSKeh-zNOx9rvZKjCrW9JgMjebw5tscbwAJEG6yQHfcNPg|NxVe7rEX_K8-T0BtkmdzhVy38P73f6y4N72FcarssJCNwDo|TuT-c9tUtO6xdzbdmSykySeJd_LiWbLIoDnrNId7r7zCIL8|kr|grandmaster|날마다 서 푼|628|I|407|377|False|False|False|True|4|1596011938000|226
gBtUnouRrciatfBfEWBiK0pBbOoRXBXoVenUJ1cOZgzjcXL3i4yeTavSMnJloFMpErpgp4yU1SpVXQ|h6UVSYix0cKzFvoO-NyCUxx3UvtUZQOlz_UCbiSYWsAfHOBzsp6h1utx|BdjxEryY1q-sGdNiCKLBwMaxv7wy2CS1zXUmAsECWEMPV4E|kr|grandmaster|zxcsdqw|485|I|377|264|True|False|False|False|4653|1596115422000|78
rGmaHPwNTTrVhP2trH2s5aSX1-mnNiwm-yifWEwQ8TmPXg-rysLAfGkoNAALp5LB1kZdgfd4q2Udew|TFMb7gd7jqGjDFw2pNylf-skU1I8zBpVCrnIEtHkHltLzyI|NwP3fFI2EKVtWHszaf2IJUluUcKYfHxvuAr6Mw9mEd9WhVE|kr|grandmaster|Iove doinb|439|I|639|604|True|False|False|True|4661|1596112026000|513
GaKVuJJ_gRQsi-jVeghBxCpEYu2igp_qENDcxiKqI33Siai8XFM3cb7h5kR-sM-vG0uJnljT1hdzkg|ekRU4Dr8YyFSSO8YefzWfRfYBIvuqIDgRBKjT2cTvPDQqEFWCV3eaBZD|E_AJoheKaVfBMFWit3zJnYA06hN8NhCYasK_mpRAhZ53WuI|kr|grandmaster|aimi ailun|397|I|129|102|False|False|False|False|19|1596014715000|72
sOccLGQX_NWGw0bwroUdZ34xhtU_DODSAgvUfjKivu_1rQjf__ZztpbvWG6oLrP150JJwf4E3YULCg|t-CiS8I_uNiCQzG3gSrVcBkV6ZmYKm1oVMC8rOi5fJt4wBTNh5Wqd7mi|EViV88SaAltAeT1T-z8SwwniKLTyk1OzDtKXE2-geULuKY8|kr|grandmaster|DRX 준|356|I|188|101|False|False|False|False|4535|1595983780000|62
lcp8RCNwcc3PW55DBIlPqDQ607A-5QqTROmgc6aflH8qOame1v4QEFV_4JoYrbSIPPGg8YFrTVFQWA|ho_v8IHrgX6w5KKplcX5vKuhFg2eyOmn5ZfPBmFc228A_eI|4nHLQsRKh6cm3LaYmr9kpKP88c8PHAbHzjSCBc2lSOV863w|kr|grandmaster|탸 릭|505|I|326|290|True|False|False|False|3157|1596100544000|316
NxlQsnN8kf7dKZSTNYNi0uT4sfoI4AMcNQI-8GxVXLNRufVIW3i0voEjCvBwcOXT3BIDL-Xrxev8xg|CfLTcqF1_QgABJHGEkUEINHbnDRXATc5sdWkEaq_EIOWL1m4ZA6GMjlv|hOR_XwCXg0Q4L7CzyXSvzNpW6KbZNJ3UjmyNjwXaGQGM7jwy|kr|grandmaster|conglintufupp888|298|I|177|102|False|False|False|False|29|1596070008000|61
QOInOr3x_4Oqs25vVIqGJ14lzRzrzHRqARSopaFDikIrgOF9w567B-1G6mKFsv-spUofzHYs-F4IoQ|CfP-Bw7iOdejD3fYTQBrGDhxUgJU0gmaWDbyMCZq0-xLPso|5d4VasS4aXhF4HJTkU9MW-d_1iDOCs4WCmu3plDNIHtdeRo|kr|grandmaster|마래리트|236|I|148|158|True|False|False|False|4552|1596102667000|301
xcYCtgFgu9A6loaWfNMI4mCvEDuSXCAXCuIrQ-3WXPUsj1WThSssVTz5y0aqKCXZnqo1DA4csSFrUw|Q7lvDPfK1l9zYmlqfkLQOQr4NWFlkQnqQMtWifxGK0qCPsiQpXSF0yUW|IId7eDlCf7Dy75xx84AzkailJzpWroEu6rKV1Y2EEqBma1s|kr|grandmaster|Ar259x|513|I|416|390|True|False|False|False|4535|1595912788000|169
gQ0HjhF51BhFQCloLdSDtjwINS_pavN7c0jsjb3_s4rMSJZ_RZZM7ScI-dxt0S9n4-KVI_qDCEWTcg|B4L3IyoKbWFQ59UvuzIdJI0cJaNOV5C1Ic3emVOmEFwfmMrPehBs2i57|rc_Rxo9wUHYoqwLt3q7bNFYuWkbOKhEpD8HXYTocvNvH9zQ|kr|grandmaster|Mitake Ran OuO|414|I|240|209|True|False|False|False|4568|1596066504000|61
h4qHrwrikUBj7LkOZ0EcqvN50BrGe5uISH_CW5xNYp2IRAl380zMndT9GNlx46Y0nU_GPM1L8sxf-Q|OdEaWnArbOT-McykFpksxHrI1i6opT5vLcB0tgwoSZRpLUhbgOIVUUh0|dyljGEt9YXrDmHihDOASXOuVxQyVKRe5mck2woTY-47vOxo|kr|grandmaster|haokmt|300|I|257|229|False|False|True|False|4568|1596078593000|89
bKapq4c_uXqlyXzv6YloaC7QNHnQEh_2UkB5ypPbf0uyPWbSNQJYJMgYCuGmdBrx7dQz4jZHLwM2Cw|pToHw3wKn6HDyAtgeFGyadXJD0L8THZH57phTTOonELJ|YVccG9SpyeYgQGgJ1APP_U7CcgLfuc4BDSkPF-TZHTb9IA|kr|grandmaster|mapleLv265|660|I|401|389|False|False|False|False|3955|1595926365000|262
